0.177673,0.332616,0.904307,1.73673,1.2269,0.361003,0.237272,1.17637,1.74262,0.8977,0.504578,0.535882,0.988631,1.81477,1.06069,0.419328,0.408615,0.428853,0.63756,0.462122,0.401107,0.422221,0.368833,0.372054,0.431898,0.485623,0.405642,0.270198,0.28719,0.14611
0.316899,0.63035,1.24378,2.77585,2.86066,1.41878,0.735932,2.18489,2.57071,1.30096,0.988269,0.913781,1.513,2.79108,1.7799,0.628336,0.670215,0.837837,0.862006,0.838908,0.83521,0.75505,0.687134,0.637881,0.758174,0.808075,0.642567,0.681322,1.1266,1.02894
0.312097,0.702872,1.40766,2.72237,3.47014,3.03026,2.30373,2.66779,1.99851,0.976088,0.837688,0.838732,1.60465,2.78219,2.04006,0.62,0.699013,0.813619,0.824698,0.816151,0.865019,0.820401,0.559652,0.513015,0.75068,1.00193,1.06812,2.07929,3.30929,2.67665
0.769147,1.61435,2.18445,2.11567,2.34421,3.3219,3.36925,2.05776,1.18037,0.544142,0.467177,0.510981,1.77835,2.81281,1.68543,0.707563,0.82139,0.942737,0.777489,0.726512,0.683055,0.603934,0.637781,0.693752,1.8072,2.80153,3.6368,4.11385,3.83834,2.17211
1.49015,2.39866,2.24683,1.60665,1.28505,3.06111,2.99499,1.25405,0.796788,0.705889,0.467954,0.40989,1.61939,2.80551,1.48154,0.637643,0.765911,0.790916,0.638692,0.677179,0.667027,0.631581,0.643409,0.92722,3.00441,4.89209,3.15146,2.28058,1.47328,0.464169
0.90351,1.46565,1.50384,1.02219,0.69768,2.51066,2.89651,1.14553,0.804353,0.732738,0.614549,0.584895,1.48376,2.68325,1.8651,0.777407,0.69717,0.601889,0.539265,0.633134,0.645047,0.928418,1.74881,2.96792,4.78302,2.66267,0.794001,0.839884,0.811484,0.463071
0.537588,1.07091,0.906274,0.604085,0.648557,2.25401,2.81618,1.48322,0.84766,0.631748,0.781086,0.967225,1.14899,2.12856,2.31892,1.13128,0.710653,0.722542,0.673905,0.740095,0.62905,1.64824,3.84981,4.01186,2.84031,1.56881,0.77037,0.894903,0.76871,0.390025
0.740444,1.0607,0.817191,0.647277,0.902646,2.28452,2.71214,1.54076,0.631435,0.64248,0.957651,0.988442,0.602173,1.52383,2.46788,1.32739,0.644755,0.693219,0.582836,0.652727,0.543401,2.2237,4.11385,2.4626,0.862486,0.706301,0.676915,0.823892,0.633159,0.290187
0.442827,0.88503,0.805725,0.959339,1.05524,2.12123,2.62051,1.29564,0.448892,0.618462,0.934676,0.758068,0.407929,1.51387,2.4823,1.15658,0.591292,0.678694,0.606399,0.632155,0.769797,3.07525,4.06781,1.65912,0.699496,0.806404,0.854106,0.880041,0.806462,0.343705
0.387015,0.570981,0.848668,0.925849,1.04441,2.09075,2.27198,1.11242,0.654231,0.650363,0.788663,0.862055,0.747961,1.83183,2.51856,1.01161,0.716119,0.908506,0.87768,0.816138,1.58277,3.69616,3.28895,1.33323,0.719649,0.929679,0.957504,0.866935,0.720568,0.406092
