0.0699405,0.157186,0.226442,0.343079,0.514554,0.58392,0.305744,0.371095,0.487956,0.583551,0.611528,0.570107,0.437448,0.219092,0.332731,0.520614,0.503129,0.7636,1.0283,0.517191,0.408036,0.662055,0.559268,0.488662,0.602324,0.741421,0.909295,0.868935,0.512591,0.0919779
0.357618,0.477718,0.589298,0.713515,1.00601,0.993901,0.72679,0.779883,0.903311,0.774937,0.902231,0.973022,0.697965,0.364086,0.446678,0.827117,0.878263,1.25641,1.60711,0.91899,0.640381,0.93349,1.00127,0.846271,0.96308,1.01111,0.960496,1.24501,0.864527,0.227443
0.487281,0.791003,0.840649,0.884637,1.04254,1.34026,1.24718,1.41754,1.27318,0.975925,0.901193,1.01293,0.68882,0.392358,0.46172,0.811934,0.8296,1.16572,1.69718,1.32534,0.889915,0.954954,0.786237,0.555504,0.780889,0.927592,1.02303,1.1771,0.889304,0.497664
0.310721,0.835067,0.931903,0.786054,0.843215,1.13661,1.28958,1.33257,1.38592,1.27898,1.06275,0.784647,0.587798,0.383471,0.542464,0.775335,0.630819,0.786047,1.39789,1.59671,1.27374,0.987764,0.616458,0.492289,0.867818,1.08179,1.03622,1.12599,1.19399,0.604464
0.518114,0.999578,1.38502,1.18506,0.810464,0.831484,0.697593,0.638631,0.84175,1.09164,1.0543,0.769795,0.508031,0.478469,0.782489,1.02738,0.869927,0.687086,0.943511,1.50474,1.52542,1.08312,0.736548,0.677828,0.936811,0.952864,0.74914,0.968782,1.12236,0.770007
0.925283,1.45685,1.71119,1.57999,1.05342,0.748866,0.582885,0.505538,0.575447,0.656812,1.03794,0.900061,0.490749,0.591949,0.926263,1.11375,0.991496,0.759363,0.841288,1.65695,2.01998,1.40921,1.03982,0.927491,0.989778,0.723372,0.426014,0.789615,1.01761,0.583658
0.702206,1.11154,1.53523,1.78957,1.3742,1.05939,0.794003,0.669603,0.627825,0.548555,0.966563,0.981408,0.608381,0.685719,0.749198,0.669899,0.805877,0.724994,0.894781,1.73742,2.17733,1.6994,1.09687,0.786779,0.977744,1.0141,0.961318,1.13701,1.0074,0.559182
0.528764,0.90367,1.15765,1.20642,1.36299,1.35165,1.13614,0.986621,0.907048,0.844771,0.959838,1.06605,0.936066,0.793408,0.554514,0.444031,0.727548,0.810527,0.916972,1.38199,1.7519,1.78768,1.04459,0.486946,0.740613,1.00547,1.20417,1.21823,0.975825,0.582471
1.78092,2.54657,2.04147,1.12009,0.846375,0.992124,0.944511,0.924507,0.85419,0.710294,0.630846,0.931855,0.928684,0.673977,0.490508,0.456829,0.661165,0.690484,0.778031,0.916931,1.11493,1.79101,1.42585,0.757145,0.900141,1.0819,1.23154,1.12995,0.915494,0.432509
2.562,4.02567,3.80052,2.74057,1.63872,1.20497,1.02795,0.891933,0.689019,0.548642,0.498922,0.771624,0.858732,0.616318,0.51409,0.616161,0.668644,0.534663,0.551978,0.758423,1.08311,1.78892,1.45493,0.836502,0.918669,1.08166,1.13786,1.02901,0.778623,0.405687
1.19806,2.22793,2.66413,3.27333,3.37906,3.07093,2.76647,2.26123,1.35197,0.814874,0.736691,0.7273,0.847305,0.699174,0.640485,0.698699,0.857438,0.693612,0.702746,1.05584,1.58494,1.97131,1.33643,0.819533,0.82011,0.917042,0.770306,0.857281,1.11741,0.795116
0.576981,1.01479,1.398,1.92768,2.60309,2.81306,3.22849,3.75719,2.39453,1.12436,0.767546,0.750991,0.797543,0.887473,0.757565,0.828451,1.05905,0.996902,0.939146,1.22788,1.65308,1.9436,1.46324,1.04537,0.938348,0.96778,1.32354,2.10235,3.12132,2.39184
0.60664,0.976188,1.11787,1.36651,1.54046,1.2155,1.22948,2.88178,3.21881,1.68435,0.751967,0.528799,0.654943,0.841133,0.815291,0.792798,0.96865,0.946521,0.912936,1.10885,1.40058,1.81482,1.5121,1.21406,1.48919,2.12035,3.18788,3.85342,3.52535,1.97165
0.596826,0.922001,0.924796,1.00131,1.12933,1.01015,0.84235,1.9382,3.64427,3.01389,1.8784,1.10189,1.02976,1.07943,0.924705,0.812108,0.921579,0.94435,1.03972,1.68981,2.3766,2.58892,2.45451,2.45192,3.07106,3.49545,3.20653,2.24863,1.15689,0.385756
0.525165,0.799335,0.768395,0.768519,0.789195,0.853072,0.980038,1.57417,2.53771,3.82245,4.25074,3.73849,3.09546,2.30074,1.27104,0.75909,0.869289,0.971657,1.16162,2.92785,4.13626,3.52127,2.94568,2.75874,2.43454,1.95441,1.40177,0.987065,0.718367,0.4239
0.419563,0.573249,0.598644,0.690904,0.804858,0.895658,1.19991,1.46337,1.37476,2.092,2.94021,3.30303,3.62027,3.74815,2.1233,0.714475,0.597447,0.761108,1.44033,3.77299,4.34722,2.0543,1.60888,1.22827,0.77823,0.716996,0.803032,0.762957,0.739485,0.554458
0.39594,0.580591,0.630754,0.677225,0.79983,0.92878,1.27169,1.26826,0.870318,0.907831,1.04546,0.834728,1.30398,3.00458,3.46784,1.62586,0.66956,0.790354,1.73167,4.08608,2.88363,0.458572,0.701507,0.780552,0.674113,0.791807,0.911541,0.771855,0.716585,0.550803
0.38529,0.648163,0.685352,0.908305,1.05794,1.189,1.32339,1.04895,0.645334,0.823879,0.869019,0.749538,0.735635,1.76386,3.47178,3.7154,2.61831,1.83186,2.3173,3.89619,2.42872,0.457939,0.730454,1.05428,1.15175,1.16975,0.944271,0.7224,0.889296,0.645521
0.533251,0.785186,0.845206,1.04979,1.16107,1.07555,1.1119,0.845747,0.52499,0.652532,0.780976,0.67034,0.693557,0.85504,1.78542,2.87354,3.86962,3.84631,4.06276,4.24387,2.15812,0.845793,1.00412,1.23206,1.21328,1.03998,0.731633,0.66607,0.848897,0.60787
0.555567,0.889311,0.875034,0.757734,0.69151,0.636009,0.853889,0.822383,0.601878,0.694176,0.761055,0.710287,0.710929,0.613773,0.770431,1.04291,1.65332,2.59485,3.47123,3.5849,1.83848,0.852351,0.946367,0.937118,0.75764,0.672939,0.723063,0.743479,0.714054,0.381444
0.520096,0.850109,0.726216,0.53378,0.50102,0.794118,0.887149,0.924886,0.832121,0.930762,1.19625,1.24466,1.20284,1.0785,0.941482,0.704499,0.567333,0.786197,1.54919,2.54569,1.95595,0.955311,0.762828,0.690719,0.525878,0.494841,0.681629,0.710292,0.557524,0.285468
1.91692,2.54901,1.82503,1.13746,0.871969,0.94498,1.03545,1.01547,0.9316,0.927042,1.4413,1.6393,0.964432,1.1052,1.10624,0.813172,0.676699,0.815781,0.969891,1.71601,2.62264,1.97762,1.24797,0.910728,0.529935,0.388832,0.726065,0.91622,0.874684,0.508663
2.26394,3.58923,3.56821,3.13567,2.59379,2.00671,1.29906,0.995888,0.88605,0.71107,1.31673,1.24999,0.526087,0.772122,1.08061,0.921715,0.873266,1.19876,1.02147,1.06175,2.44621,2.38296,1.34216,0.913708,0.705269,0.711535,1.07493,1.32369,1.1685,0.752029
0.772063,1.59172,2.20978,2.62558,2.91518,3.04466,1.84838,1.07479,0.76476,0.570054,1.03324,1.07498,0.625125,0.919752,1.23665,0.950372,1.00281,1.35506,1.15814,0.745722,1.77618,2.45563,1.2751,0.727161,0.978139,1.21549,1.23896,1.1121,0.914322,0.474403
0.276555,0.495237,0.705851,0.750446,1.02419,2.53146,2.37636,1.17469,0.723329,0.539953,0.701743,0.734619,0.504228,0.962466,1.37206,1.07917,0.970233,1.30817,1.27395,0.846,1.46005,2.54448,1.63891,0.85027,1.16511,1.29546,0.955028,0.906597,0.817878,0.406699
0.564853,0.761193,0.741938,0.757949,0.864597,2.40295,2.68309,1.15848,0.643949,0.499761,0.508301,0.522566,0.363728,0.93057,1.43759,1.03267,0.774244,1.10365,1.13898,0.735467,1.11357,2.29681,2.04212,0.943533,1.13205,1.07557,0.685477,0.771568,0.86588,0.479611
0.667648,1.01722,0.836476,0.723266,0.896289,2.30993,3.00626,1.54279,0.695799,0.483995,0.48069,0.503378,0.772874,1.43443,1.41188,0.925946,0.712608,0.881847,0.912566,0.566535,0.827635,1.91666,1.92748,0.940858,1.02341,1.03817,0.681212,0.67333,0.717028,0.417094
0.360117,0.671865,0.583382,0.330728,0.449717,1.60055,2.89358,2.57546,1.34936,0.541436,0.471046,0.585259,1.12427,1.61562,0.964288,0.663966,0.574351,0.678966,0.874573,0.694432,0.774782,1.61615,1.7149,0.858795,0.84353,1.00298,0.880045,0.940016,0.7944,0.405872
0.225715,0.570701,0.60613,0.382921,0.402202,0.876058,2.1218,3.24679,1.89179,0.440351,0.383052,0.522065,1.32694,1.26493,0.345218,0.347164,0.343703,0.502214,0.832369,0.685085,0.564988,1.59586,1.85417,0.851441,0.73009,0.794966,0.82687,1.01669,0.885513,0.429703
0.0961594,0.361377,0.450203,0.350263,0.330542,0.39213,0.953958,2.05854,1.52483,0.231337,0.204563,0.32655,0.903196,0.734526,0.123955,0.20911,0.211549,0.237901,0.516003,0.387788,0.254251,1.06534,1.32997,0.599038,0.363013,0.379654,0.418859,0.515571,0.53522,0.178986
